"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"34",33,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"35",34,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"36",35,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"37",36,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"38",37,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"39",38,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"40",39,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"41",40,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"42",41,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"43",42,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"44",43,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"45",44,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"46",45,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"47",46,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"48",47,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"49",48,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"50",49,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"51",50,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"52",51,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"53",52,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"54",53,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"55",54,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"56",55,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"57",56,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"58",57,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"59",58,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"60",59,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"61",60,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"62",61,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"63",62,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"64",63,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"65",64,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"66",65,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"67",66,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",32,1,98,4,0,4,0,0,0,0,0,4,4,0,0,1
"68",67,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"69",68,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"70",69,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"71",70,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"72",71,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"73",72,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"74",73,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"75",74,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"76",75,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",32,1,98,4,0,4,0,0,0,0,0,4,4,0,0,1
"77",76,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"78",77,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"79",78,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"80",79,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"81",80,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"82",81,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"83",82,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",16,1,98,3,0,3,0,0,0,0,0,3,3,0,0,1
"84",83,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"85",84,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"86",85,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"87",86,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"88",87,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"89",88,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"90",89,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"91",90,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"92",91,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"93",92,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"94",93,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"95",94,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"96",95,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"97",96,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"98",97,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",4,1,98,1,0,1,0,0,0,0,0,1,1,0,0,1
"99",98,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",1,0,98,1,0,0,1,0,0,0,0,1,0,0,0,1
"100",99,"[98]uHcescctcJGjHqowrCIHgnilcxDiocEcrlucIccFKleqtAIovEnblFhEcaBncFflscfqlcvoFycujGbpcgydHIJIcrkHcDrkwG",8,1,98,2,0,2,0,0,0,0,0,2,2,0,0,1
"101",0,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0,102,1,4,0,5,0,0,0,0,2,0,3,0,2
"102",1,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0.5,102,2,3,1,4,0,0,0,0,2,1,3,0,2
"103",2,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0.5,102,2,3,1,4,0,0,0,0,2,1,3,0,2
"104",3,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",16,0.8,102,5,0,4,1,0,0,0,0,2,2,3,2,2
"105",4,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0,102,1,4,0,5,0,0,0,0,2,0,3,0,2
"106",5,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0,102,1,4,0,5,0,0,0,0,2,0,3,0,2
"107",6,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0.5,102,2,3,1,4,0,0,0,0,2,1,3,0,2
"108",7,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0.5,102,2,3,1,4,0,0,0,0,2,1,3,0,2
"109",8,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",16,0.8,102,5,0,4,1,0,0,0,0,2,2,3,2,2
"110",9,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0.666667,102,3,2,2,3,0,0,0,0,2,2,3,0,2
"111",10,"[102]hbyckGccDqcaJccybcrEryAycqzctoaltAnccnfccJuhtcesEcymecccdKcHscmncyxoAzKcBcrArsblocdcwpiccscHjzEKwlGlcC",1,0,102,1,4,0,5,0,0,0,0,2,0,3,0,2
