genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[93]AhDDoGGsAAhHbJKibDHuxqlyBpvJgHxkDfuujbApCrpzessxpjevknfBoJBnyywHykmfmKEwpkhJjHGoJALAuzJicFHGq",1.04858e+06,1.04858e+06,4550,1,19,0,19,0,0,0,0,0,13,13,2,2,4,4, 1
"[100]jCjotjyIixuleHKDhfhxruGpojlzzgkpgfHmaoJwkstaafuuchcDpskwycrpymwhlrmfgGezEKDoxaoxEhAfdnHzyzHaiekLJils",524288,524288,1408,1,18,0,18,0,0,0,0,0,13,13,1,1,4,4, 10
"[87]qsdzJohhhzphjhmzueeigodbukzrixDtqHuKpGsEmJgJGGzJbJJwkEvhjsjkKsJtJELuJyJHJsifLiEJmKvJhHG",524288,524288,5194,1,18,0,18,0,0,0,0,0,13,13,3,3,2,2, 100
"[98]juitaFcohzrrgbqfcfHrperFchaGcrHcGbaGasyhcuzcpznzwlbocJphxCbgGjvcegcpfjoKrBucplviivFxpdlEpefcqsyctG",2048,128,376,1,10,0,10,0,0,0,0,0,27,27,11,8,0,0, 101
"[73]kJciomiKJhkJzHwHodjmlJegAwJkElJmzKJJjLyJzomJmgyFsJLJHGKaifzbJzKxvGBzjuCnz",1.04858e+06,1.04858e+06,5386,1,19,0,19,0,0,0,0,0,13,13,4,4,2,2, 102
"[103]uaalGGDhvJinEiEfBcpnrkkyomKoCrfJEJDarCAjCnhCstabgaChaxukjzzwutJpKzgvcJJJxKcEsJiJovzfFyLJjwlEzJJajELJKJK",1.04858e+06,1.04858e+06,5484,1,19,0,19,0,0,0,0,0,78,21,24,6,12,2, 103
"[96]sfhpHvcdpujlJmeHuzCbcszyHDeyrvAguBrkkHcoKGhocJByqLkhCKGGsDyinvFILcvcxHkmIjsjkikjiwixIojmxFfHfkCi",262144,2048,2651,1,17,0,17,0,0,0,0,0,311,21,8,6,166,2, 104
"[99]CmpknuGnzDxzfmEtzCdhzJxDEfKdnvlJiJtdhnDjJrzJJzAlBgwuAnKltlEbswbomlluJJLkoawJJJlAeLGxxAJyKwqJqcczgAG",262144,524288,5313,0.947368,19,0,18,1,0,0,0,0,186830,4059,2922,959,1948,472, 105
"[86]ufaDLvpJdebfDLAEaorFJzktmgrrKJbFDImKtivvHILBCpriJhJdEknJqnuLuJnGkjclqKlECImDlDindmxKtf",524288,524288,4756,1,18,0,18,0,0,0,0,0,65,28,15,6,10,4, 106
"[46]iukxDnJKxqbyfcpArJejogFmepvJcEeicdHtDGoqLxboJJ",524288,262144,4307,1,18,0,18,0,0,0,0,0,13,13,3,3,2,2, 107
"[103]CxIieHvJlsmfJBEdHnBokKpiufknaFdGewnqxyoydIdHEFxKaLfwaDkJteuBDGDnldKmghxbndkJJAfjglJJJmKJJHLJjJhJeELJKsG",262144,262144,4711,1,17,0,17,0,0,0,0,0,264,68,66,16,44,8, 108
"[103]bGnCoLgzvzJJoqtvxhLJFKcypqgBoCFdxowLlezDpinmkoiaopLxrwrwsuJKBthDkGkjeJfiJJleHadwiDeDxjJpbstdJiqpmKJAJLJ",262144,262144,4291,1,17,0,17,0,0,0,0,0,36,15,9,4,6,2, 109
"[100]CGrrgkrpgJcKwpkpzpbslJnaodyitpEgkeKpomjiJakouzFvxGGDBJvithFJdhwurnhcaAoqJkriJpDAdKJflecJLJEpjJEAJLst",524288,524288,5577,1,18,0,18,0,0,0,0,0,52,17,12,4,8,2, 11
"[115]JHsgvDwulGxdxsFKJbiJkwJFecuJvsyFHqaaucpEkudtxugkJsHKzEJJsLJJpAEJELhzJFGoxymEKJgruKbKJivyxGCkLfsyiqlDbvokpzfjxdaysFt",4.1943e+06,4.1943e+06,5817,1,21,0,21,0,0,0,0,0,126,53,45,18,18,6, 110
"[102]qClzmuvIgCBaqdyapcyIbjJEgIAIKhpxbwnbklGgIddxpsyIifHsykvjtcgparbGceHwqxHJilKBJiAfdaAcfsjJEfJgJyJxKJJvLG",4096,4096,4092,1,11,0,11,0,0,0,0,0,144,78,36,20,18,8, 111
"[105]GJDfrmsaFbjakpxlattuGFHDiFKuAaiuecgJbrJcJJiJKGJJFkwfdlyLkwJoHGJxugwfJLmietldsJKJbwAKbecJpHcrethbtsitEunmk",262144,262144,4332,0.95,20,1,19,2,0,0,0,0,45,16,12,5,6,2, 112
"[104]CyfusgkklDBFfJvlJacKGoDsbqkEJgAALlfpghlJdyhebDmtgshjglHLlwbbqFcAwCbtcjxLnJyeJFaFmuBAkBzDFCAflmcmqGfLBHvG",524288,524288,658,1,18,0,18,0,0,0,0,0,1.03425e+07,963285,962098,180615,4.32944e+06,240952, 113
"[50]xkccoryejfackccczGfgcapweHFoJdefncDKmczdHpGvAnicns",2048,2048,2139,1,10,0,10,0,0,0,0,0,330,31,314,8,0,0, 114
"[58]oobbqhJjDzKxpDvwJmHrnthjHsdvJJxqyJAcJHiltBKeszJJELJBqtnxKG",2.09715e+06,2.09715e+06,5736,1,20,0,20,0,0,0,0,0,26,13,10,5,4,2, 115
"[56]GrAvglvzFrDprblowzrylJbzcycyxkzDsfjvGEpkunFgKJtzfmJepDgc",2048,2048,4344,1,10,0,10,0,0,0,0,0,16,9,4,2,0,0, 116
"[85]FBxblEkpLHyJHcnphmcongoKFjgEDjABijIxKwkADuxDqjlBdukAetEztfpFllhewlCcGeElvleGHcjcbAhqE",2048,256,936,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 117
"[103]JKcAfdwJnajkoxJKJxAjjwacLrElnojkfhapitkJubangJJHbLAurJLJbltzFJlGgLGdJJdzneJpuKJeJxBGCdADhndwwrezGAfyLeq",8.38861e+06,8.38861e+06,2874,1,22,0,22,0,0,0,0,0,6609,94,1323,21,2199,16, 118
"[102]CtdxjDdupliukGcyfstprAtkqDDlsHtrsyEtJsjsawmIrDvDsqimtzFyfesdbnuBigJKuwJlsvfszpvJJnJJKdyJJHLJJJGciLJKtG",262144,262144,4501,1,17,0,17,0,0,0,0,0,96,31,24,8,16,4, 119
"[100]JwxokyigpdAvpEHdpnhdbBodJpsGqxocKFHqIdwmDLcHudwgwgiqqiqilltggwxEvJGhHCJEchLFLnpCxegAHkFxcuCCxvDnhazd",2048,256,1160,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 12
"[61]GblCAoCcnIzgcotEJzhFzegrKJsBJruEcbKklJksyLeJJGJiLdsJLJovHeihB",262144,262144,5344,1,17,0,17,0,0,0,0,0,66,40,12,8,24,12, 120
"[101]ocdJdbCAsyqtCLbeBhrFyylJvyaKeFmliDgBavLcwmaxvBppgxplCbhEkDiFdcBhmzxdzeqcDsxtlyCiKzgEjheEscBuHchoaofKG",2048,2048,3223,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 121
"[56]BirHBhbahhcoIHApbAGolwaxpbxufdsdoLxdkiEHcAJnbuwdmdHntnKx",2.81475e+14,1.40737e+14,2763,0.830986,71,11,59,12,11,0,914,902,1369,614,342,172,880,148, 122
"[83]buboJudEEcqbfcGjoKdhFutfuwDcvxwGaxuGprpfeegfgxnfrlwhyHjriyssdadhGvjGpzGxmwocKuHzfat",2048,512,3211,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 123
"[102]GaCotFlmEkmCfxAEKoyKgmHEImdoCmImGFfhmcgCEzEnBEJLygCrhwokgJDtHDdFdyDnzdgznKJiErBJJewJbGJHKJJGLJJJLucJwh",131072,131072,4705,1,16,0,16,0,0,0,0,0,24,16,3,2,4,2, 124
"[95]orCfHciwyfoaJbKaJJoKobulnffnhuvycsvzdymBJzFJpCtrAwDgJKAsuFvAgJJihgxLJwDdJJLdnHJKjiJKtFKJJvGyrGE",524288,8.38861e+06,2757,1,18,0,18,0,0,0,0,0,1.81408e+07,355807,6.41849e+06,118675,2.5674e+06,33952, 125
"[81]qmutsoAAFxcGGoJkegcDGHlhxFHCkDpxrmclpiigpdbpjjAHjlscfzAvHDECddfrtfrwfKJwmfHcdsJHG",2048,256,3138,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 126
"[97]vJgepnKoJmJJbkkmJJhmuoAugjtKgJxkgxJmbuCfCfvvHLxsxaJJcJpxwAtbALhJKmeukEJsuKKhuqjJdlrFHgyDbHuukiEGD",4.1943e+06,4.1943e+06,5948,1,21,0,21,0,0,0,0,0,210,76,75,25,30,8, 127
"[111]JnkiiKDEJJBJFdahFdJDyFFJFuiuvjKwnaHpKDrBJBJLohtJJyJLHqmuowJwaKbJdKbKtJJJlFKtyJuGalayyqCsKkvkowgHdIupxjmGzyHctme",6.71089e+07,6.71089e+07,4067,1,25,0,25,0,0,0,0,0,17,17,6,6,2,2, 128
"[44]uEseonifasckJuKHGqJfafJDjdhtlkDoqgHAdnLltDJJ",16384,16384,4862,0.933333,15,0,14,1,0,0,0,0,62,53,22,10,6,4, 129
"[95]gvxfkbAxFiJHpbhddKjnGGwzDcyoGBJfabxqyJJftHBJvFJdadKHtgJJaLHamHvAtJaJJvpxGdLJKriEJbbKKrcJpsxaJGq",8.38861e+06,8.38861e+06,5377,1,22,0,22,0,0,0,0,0,150,75,50,25,20,8, 13
"[76]GEJdFHuztDetsKlgyzhhJarbtJvbDGHqjJxnxEJDjzlwguwKDmvhJeujBJeGlHapidvyxfolqhxq",2048,2048,3758,1,10,0,10,0,0,0,0,0,28,22,8,6,0,0, 130
"[99]hDbcpndjiGxfccmBHbaGfcmxcGDcAdHccwzudmopccEevbeGlalAmckbCbxclxroKcGAocJlccFxFcxcEjikwwBnihBxctvcppG",2048,4,269,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 131
"[100]ACCKCKdtlotuvCJChbcaJtxitKJkgavwevnAzGvwuDkJHjyrJezrzzBzAGiwyghyoslpagJljgyJzKyFfkJyjgJFcgLEJsJJnLub",524288,524288,5916,1,18,0,18,0,0,0,0,0,130,38,30,10,20,4, 132
"[106]HDhmaCvgLxatCkaFdfpFqzHqjkIxpxwBLBKryKApeGJBGhlhtBLcqCEdwxFzkkucwxsFkixwlJKighHhotfmsnFBAEirvHJkgpKkoCgcfG",2048,2048,3637,1,10,0,10,0,0,0,0,0,16,11,4,3,0,0, 133
"[99]uxGhpFrcsoygtaExmfxatdfhzFDtcnvmEcosodwqasankHwegHmmtHcbrhcocJmkABEgGwopKbDvjndlgizuIaJiEAJtEAmiKxt",2048,64,575,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 134
"[63]mJGftGvDxKcvDixggfuJDvJnKeJLudcsJsuJJHBcGxfLtJhFLJwovDHGsJELJtJ",1.04858e+06,1.04858e+06,5925,1,19,0,19,0,0,0,0,0,286,105,44,18,88,28, 135
"[95]lbfJKuFJthFJiJzeJwJibFjagbwagKxJmjHoJiLJJcJjfLJGsuvKbyGczJixmDbvuEfKGyKxacrjjfGjeqFaFnvCxcyKfiK",2.09715e+06,8,2846,0.954545,22,0,21,1,0,0,0,0,14,14,6,5,2,2, 136
"[88]ieGwirciDyJwpEeAiKthEDtjdiksCyovoejjvjLDhtcjyJJJgJgjJAiDlfruzyuBjoiKjzLvChAlKJJaLJEyJJLJ",131072,131072,4952,1,16,0,16,0,0,0,0,0,240,70,40,13,40,8, 137
"[106]xEFgBBtGDHhJEDkltgxzeCddhtorDDjIGsejxgvbhsgdKuGaAzyJHeJHCcoDLJxGotCeckLHAECHyyKgzhqvzubqkaxneKzivznbGffcxH",131072,131072,4278,1,16,0,16,0,0,0,0,0,1750,62,348,10,10,8, 138
"[43]gHJguzvHcEzKHlHuBJtcJdzywsskHhtiGqtJmtmJuay",2048,2048,3890,1,10,0,10,0,0,0,0,0,14,9,4,2,0,0, 139
"[101]CprAFdokLurcHGrKlBqjunhicJEfzzABjfiyGDyJKjFmkJgktCztpvqGqKgcxgqtchxkcfqeraBBFFgnAJlDzcKJJJnpJDefKnvcG",2048,1,3635,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 14
"[56]DwJAeudAlKojfliDmkcJwrufHtAuonJcazvlJaGJvJKJwJrFLaEGrHoJ",32768,32768,4527,1,14,0,14,0,0,0,0,0,1556,56,22,11,11,4, 140
"[80]mykahgvlkpnoKiwlanDaxAvcJnpzgmGbHxFaDJegupodmyleAibKdJHjkJJpDzJJmriluKdaBEJJLJfq",524288,524288,4932,1,18,0,18,0,0,0,0,0,91,46,21,11,14,6, 141
"[96]EcyxfHehculozuvJyKFcmeclJxtjJevfvdHajzHsgmnmpIrwojGngcrnreczcaqwHBhfmJaGHpkAhejuhpupplyniFowxJEe",2048,2048,702,1,10,0,10,0,0,0,0,0,742,43,154,10,0,0, 142
"[82]zeKvAzGHinGnJlHcoLCaxgkbrqruHtyuCwumdlkKjdlriLkxaijDytkmelAdfpvebIwBjGprgdagDqpJGL",262144,262144,3564,0.947368,19,0,18,1,0,0,0,0,13,13,1,1,5,4, 143
"[57]qaDLhlHJmBdKrJeGrEwbvvEJlgJfhJrjJKJJuLJnhFmJeGkwJznBLFtJG",131072,131072,5368,1,16,0,16,0,0,0,0,0,24,12,4,2,4,2, 144
"[102]qmrkHCAbgFJFACtLKgtkwCvCkKJFCoGxtICfdJxkhjonJmmJwnwsmynzJtthoCuDgKJmJJHJGwDtvJkggiKfbjdJJLJJJLJKhdvuJG",524288,524288,4994,1,18,0,18,0,0,0,0,0,13,13,3,3,2,2, 145
"[98]zFsgxvccqeccdbcgclccjeccuqcvjcccrchccdcCcoFAwHcvhpDccucocJcpcccgnsrcgGcoowmcfdcueFGEcDcnpbcKehcgGd",256,256,213,1,7,0,7,0,0,0,0,0,6,6,1,1,0,0, 146
"[74]duluiJwtlwshgKlkglHiGDjiiBfxarhflJunzJJhbnJkiFldtfFAJvKJJLAiHFzJJjuBJELJKd",1.04858e+06,1.04858e+06,5709,1,19,0,19,0,0,0,0,0,221,126,68,38,34,18, 147
"[81]mbDLHhBFgmJgjKtdGmtJsxJusBoBbGfhBKtjpkJjlLdJojFJmtJLdJEAgelLJJLrJJtJGzEqyxgoibpKC",1.04858e+06,1.04858e+06,5458,1,19,0,19,0,0,0,0,0,39,15,6,2,12,4, 148
"[60]djGJGHAKdJlGzyDqtlHeJHjjJJboBJHgbdwFpyqbbngebvGGhiKJJLaJEJJL",524288,524288,5443,1,18,0,18,0,0,0,0,0,52,13,12,3,8,2, 149
"[100]DecnrccJcCfHyCBgjbkooKBxsiktacchujBskGlpJAdpAncyDcyckcclccxhcnvselGvftBencdtoBmprnBdctlcHcnccpjdcAgG",2048,256,231,1,10,0,10,0,0,0,0,0,693,61,21,15,0,0, 15
"[99]fncsdhEHEohGnerojlmutxlbckbipJdHnfBBavsnlsGGmatmcunocJoKjmhgknkajbFiiGrdngxHGAzcrmgFjoLgwfbjnAmnsAw",524288,262144,1023,1,18,0,18,0,0,0,0,0,304,81,4,4,33,16, 150
"[113]lGddDyjucssDzBivlccnhJcHKxwEDBuhBzFkbDJLKDlnlubjkjHxxdrdvHfJuluHnuJjykpIJJJKrvrkfonkDbsGJbntJkxLzFJJEdlJLJxuBEKJK",1.04858e+06,1.04858e+06,5585,1,19,0,19,0,0,0,0,0,13,13,4,4,2,2, 151
"[110]yxrmJxgonhKJAAwdDselbtJkJAAftwzJJcnFmEKJfrJvmeLmlbrJrdhiJJufobvgtLzJymzKhyihlzomJbKxKvadbBGjqiGIArJvgmEErIuqpy",2.09715e+06,2.09715e+06,5508,1,20,0,20,0,0,0,0,0,117,52,45,19,18,6, 152
