genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[110]NqlcfkzEdBlEvhcHNbMKHvcNJPpqDmCISvadDJDdfILHoJMqHqaJGnCvwtdhBnvHsSDriCHFEKjzyjoCGQgDBvEhdlfQFRsjatSRDNvtEbMmfB",7.13624e+44,3.09485e+26,11768,0.745033,302,77,225,77,77,0,127,127,113,113,249,122,127,127, 1
"[92]OQHsRKjuADDsvGHoJDCquxmlmIuxMMMcKKlCMKKkpAEDJiAFiChHmIOPbxyabfFAlpolzvvSMkObrlKGGNjRFdmJeImK",1024,1,2927,1,9,0,9,0,0,0,0,0,9,9,0,0,0,0, 10
"[58]jBCwfdPHBkFqJSrhPILGqsLbFsBsHMKNJHOqEnaDJqyujPvPuNKMPMmNDl",2.59615e+33,9.67141e+24,11690,0.798913,184,37,147,37,37,0,208,208,234,234,445,237,208,208, 100
"[116]HMLwuGoJFHqBnpEjnNhGMFdILCLnwzRejhqLSthFbRIpmGFJEBtPsLNcuALQQwgMahaBAvmRrOfjciQhOKKohpGRLcgBDJwulzEzocPSIktRfyiBRdKQ",256,1,2881,1,7,0,7,0,0,0,0,0,6,6,0,0,1,1, 101
"[125]zbHMKyoJHGncqOoLCOklnxABIBoihtyjcegasFjRLacmQtKOCMKvEjfxQHvxilgOAwIIjKHElfhriCIJiiMOlPeEaogJcnifkuEliQdFOfbBIcOxDdPFSHnqsgrbp",512,2,2851,1,8,0,8,0,0,0,0,0,141,4,141,5,0,0, 102
"[93]CseFvvPwDxpcmKEFNJHSLHoaLHPIPKSAChfDOFaKatDMvPvkIdNsECcnDtlNnDhvQrjtpLJctqKhLAxDQMbiFkgxNCtwr",1.1692e+49,5.0706e+30,12741,0.748466,326,82,244,82,82,0,82,82,83,83,82,82,161,79, 103
"[97]aCILqIqeNbcEnzzAnhFkePISkjSFzOgmRDHxqEkmLIydGwpncMOHoFsLxunAbwadwgvfAbNcDivHcNcJocqHDafGiERNGMKHR",1.3938e+42,6.04463e+23,10319,0.774704,253,57,196,57,57,0,57,57,65,65,131,74,57,57, 104
"[77]SKDQHigDefiuEBmNGnDeILHNJHqaJCxdOpdRavIJBbxPRLFgcBPdObqAmQrIhPefcQGPRNMRCLqOO",5.0706e+30,1.51116e+23,8771,0.81761,159,29,130,29,29,0,29,29,48,48,82,53,29,29, 105
"[94]pbbsjMxuivNJGHSSKBCJBjgzlLKMRtnjuNExfKdFBhjbrcQgedzbygvaMusgaBvaGCsxBhuqmRkiBILjrneHqsrrblLvPK",4.1943e+06,3,3109,1,21,0,21,0,0,0,0,0,17,17,10,9,0,0, 106
"[123]jBOtNJHOLHqIKGHqFkBNmxhFJjAEyncGmJkfmFHOzDBEqennuyykHFsxfIQdxQyIQrhvedRjrKvLDiMKDcdoLGtaNcMNficvIMvELdaEmJrnswyCFCwhgHfFRRE",4.25353e+37,7.92282e+28,11985,0.795238,210,42,167,43,42,0,95,95,109,109,95,95,207,111, 107
