"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","did_repro","repro_updates","seed"
"34",16,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDADEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1527,2
"35",17,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.23794e+27,0.748603,96,179,45,134,45,45,0,45,45,45,45,89,44,45,45,"True",1545,2
"36",17,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1545,2
"37",18,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",3.86856e+25,0.738636,96,176,46,130,46,46,0,46,46,42,42,88,42,46,46,"True",1541,2
"38",18,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipicIPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1541,2
"39",19,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",2.41785e+24,0.729885,96,174,47,127,47,47,0,47,47,36,36,91,44,47,47,"True",1532,2
"40",19,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1532,2
"41",20,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",3.96141e+28,0.767045,96,176,41,135,41,41,0,41,41,42,42,93,52,41,41,"True",1521,2
"42",20,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1521,2
"43",21,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",6.33825e+29,0.775281,96,178,40,138,40,40,0,40,40,49,49,89,49,40,40,"True",1528,2
"44",21,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1528,2
"45",22,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.58456e+29,0.766667,96,180,42,138,42,42,0,42,42,48,48,90,48,42,42,"True",1532,2
"46",22,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1532,2
"47",23,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.9807e+28,0.756906,96,181,44,137,44,44,0,44,44,47,47,90,46,44,44,"True",1552,2
"48",23,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1552,2
"49",24,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",4.95176e+27,0.75419,96,179,44,135,44,44,0,44,44,53,53,82,38,44,44,"True",1532,2
"50",24,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1532,2
"51",25,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",2.47588e+27,0.752809,96,178,44,134,44,44,0,44,44,53,53,81,37,44,44,"True",1503,2
"52",25,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1503,2
"53",26,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",6.1897e+26,0.755814,96,172,42,130,42,42,0,42,42,47,47,83,41,42,42,"True",1502,2
"54",26,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1502,2
"55",27,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.58456e+29,0.766667,96,180,42,138,42,42,0,42,42,44,44,94,52,42,42,"True",1560,2
"56",27,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrAwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1560,2
"57",28,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",2.41785e+24,0.727273,96,176,48,128,48,48,0,48,48,39,39,89,41,48,48,"True",1546,2
"58",28,"[96]HDoxjcOPoNaxlFEDgKztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1546,2
"59",29,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.51116e+23,0.723529,96,170,47,123,47,47,0,47,47,35,35,88,41,47,47,"True",1508,2
"60",29,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1508,2
"61",30,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",4.95176e+27,0.75419,96,179,44,135,44,44,0,44,44,45,45,90,46,44,44,"True",1558,2
"62",30,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHiGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1558,2
"63",31,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.93428e+25,0.739884,96,173,45,128,45,45,0,45,45,42,42,86,41,45,45,"True",1502,2
"64",31,"[96]HDoxjcOPoNaxlFEDgRztJDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1502,2
"65",32,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.93428e+25,0.74269,96,171,44,127,44,44,0,44,44,42,42,85,41,44,44,"True",1517,2
"66",32,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1517,2
"67",33,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.26765e+30,0.776536,96,179,40,139,40,40,0,40,40,57,57,82,42,40,40,"True",1501,2
"68",33,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1501,2
"69",34,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",2.47588e+27,0.755682,96,176,43,133,43,43,0,43,43,42,42,91,48,43,43,"True",1520,2
"70",34,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1520,2
"71",35,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.29807e+33,0.797814,96,183,37,146,37,37,0,37,37,48,48,98,61,37,37,"True",1519,2
"72",35,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1519,2
"73",36,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.23794e+27,0.751412,96,177,44,133,44,44,0,44,44,48,48,85,41,44,44,"True",1504,2
"74",36,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1504,2
"75",37,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",4.95176e+27,0.76,96,175,42,133,42,42,0,42,42,42,42,91,49,42,42,"True",1504,2
"76",37,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1504,2
"77",38,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",6.04463e+23,0.729412,96,170,46,124,46,46,0,46,46,44,44,80,34,46,46,"True",1503,2
"78",38,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1503,2
"79",39,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",3.86856e+25,0.741379,96,174,45,129,45,45,0,45,45,41,41,88,43,45,45,"True",1523,2
"80",39,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPSFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1523,2
"81",40,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",6.1897e+26,0.744444,96,180,46,134,46,46,0,46,46,44,44,90,44,46,46,"True",1548,2
"82",40,"[95]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1548,2
"83",41,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",6.49037e+32,0.793478,96,184,38,146,38,38,0,38,38,51,51,95,57,38,38,"True",1504,2
"84",41,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1504,2
"85",42,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.20893e+24,0.730994,96,171,46,125,46,46,0,46,46,32,32,93,47,46,46,"True",1506,2
"86",42,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1506,2
"87",43,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",3.96141e+28,0.767045,96,176,41,135,41,41,0,41,41,43,43,92,51,41,41,"True",1509,2
"88",43,"[95]HDoxjcOPNaxlFEDgRztjDwsGpQtSESKHgaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",0.01,0,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1509,2
"89",44,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",7.73713e+25,0.745665,96,173,44,129,44,44,0,44,44,45,45,84,40,44,44,"True",1524,2
"90",44,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPRwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBfHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1524,2
"91",45,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",6.1897e+26,0.75,96,176,44,132,44,44,0,44,44,46,46,86,42,44,44,"True",1519,2
"92",45,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlEpictPFSxunoBuHrGwIIL",0.01,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False",1519,2
"93",46,"[96]HDoxjcOPoNaxlFEDgRztjDwsGpQtSESKHqaSOIrsdDemPnwAOkcBMPrFBcwtbkPJPDGDEIKhhMlipictPFSxunoBuHrGwIIL",1.93428e+25,0.74269,96,171,44,127,44,44,0,44,44,38,38,89,45,44,44,"True",1505,2
