genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[105]cDfBaCckirHoJhoqGoHDzymktppsmmbFrznmEKqjGFukDlDodsomjacpLezLECmgAgCmamcvKLDocbxlzaGvEwexBsrbzgBFnELzsnxsC",9.31323,4.05176,1491,1,9,0,9,0,0,0,0,0,17,16,3,3,6,5, 1
"[89]JlcKwEEhmHrGoJqpBeoiwFsLcinywoEKnInAjemvdpHglJwfEeKKFcxbngkjetrFcGevEHmEBLfEhonsCGvmvFafz",3.05176,4.05176,2592,1,4,0,4,0,0,0,0,0,306,6,4,2,0,0, 10
"[99]mtxJusHoFGCjrHcBkglDLCFGGqiCphfvBbvksmdGKKbIDqtgdminkumtirdvdhsdEIuoozbfbJzEyrBCALzujptvLyKoAGIAzHL",2.44141,1,2615,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 100
"[115]oJBcGHCedueykImBdjDlyiBczvylHgwFLEFdoEsqiaxyJwCAeJEfjFKAzpCyJJdbxgagkegkCEAztBblwDvtnxeLrxAAypnCrJACjqnqowkyEugHpnd",2.44141,1,2586,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 101
"[114]JheHGoJcEEBimBzHiCsKpppzpCGweKEmgfmdglJnsEiyIDLAlBsfDeaejrBAlBDalrritxIEiGanrkKjxyJDdlJkajnhiGztwrxzLIzfjFglgvnlsK",3.05176,1,2620,1,4,0,4,0,0,0,0,0,3,3,1,1,0,0, 102
"[103]fgoJxFrHoCKHoJbLJEGCrBHKnAbGEIgKcuGwIknJoBKikLGkqafbeGmbjlsqnGndJEzsEEhBfLHJrFdgenoFFoejrgyIHbAzpFmClao",9.31323,2.25,2654,1,9,0,9,0,0,0,0,0,9,7,3,3,3,2, 103
"[98]lnJcHroqesbbFwKdEHtoDxLlJwGzCogLuBdLJbDeKlgIgigohqLdIzmgFFkjHezHzmygHczegErBpLdqdlFliwbmbDyKlwfCKn",9.31323,5.76837,2657,1,9,0,9,0,0,0,0,0,10,10,2,2,3,3, 104
"[115]hHoJzEGhfymqfgKqagxctiaEcwhFazzBfLGhDiLkqikhHgHBAuiyrloJDgvdBHfnxdnaAnABwflfdrsKlkypurAFlhBpCHshIlyrpwJFjbHbqpLberj",3.05176,4.05176,2577,1,4,0,4,0,0,0,0,0,9,9,3,3,0,0, 105
"[95]GeoJfmHCeCxvHlhnoyAnHliDqLmCBykhKwxFwuhkGuqxwtHskjkAdoDLtuLbxliCykJLDyLIkIAzmqILKFjFEthsoqzjlgw",2.44141,1.5625,2558,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 106
"[92]JguGzdfHoJqgxBwodqqvKiHckDkaGpkzcfIrKpbHhheqCaeKIohgpjljJJFlshFhdsdImcBwyJhxFdzxtecaByiparby",2.44141,2,2594,1,3,0,3,0,0,0,0,0,218,3,0,0,0,0, 107
"[95]GAvHlnKJnLyvoFhDhGzqLDInHijhzusHnqLEAjJufffEHcHJkIKhBufwwokACvdywFyKKjqGbwKmaitrymtKvdenkivxkLz",3.8147,3.44141,2599,1,5,0,5,0,0,0,0,0,12,12,3,3,3,3, 108
"[99]HBgoKgBJwovbGqzBJJnwgeohpwpCHhwFEGKdaoBcluGrLLvLHtfdkFcshnLLquCCpDsbcAbFdupiffoFaJDJopwKBjldICukfgb",3.05176,3.05176,2566,1,4,0,4,0,0,0,0,0,3,3,1,1,0,0, 109
"[115]aDfoGugHlrhodrHHoJoqFcKnrGHoJLJkuGCJLriKbmyJvvLlDriIhCDzhdybufDeKeyGgiujGGodnehkEJBxGIwHuhLdFpmgkwjtlLjhjJwgsFCnofb",4.76837,4.76837,2609,1,6,0,6,0,0,0,0,0,4,4,1,1,1,1, 11
"[93]JuHoJGCAtCFinqldrlydullgAazpcLdzbnezoveytyhJjsiedfDfqjtjcsDADLzcLFFDmwiHwtvnamIxKBCogKxKuvCta",2.44141,1,2573,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 110
"[108]lbiDzeDrpvjulHBoKGJoxGqagcKwJgwxmBBkgjnHrKGvcglFsbeEmhCKfKEJhrlkAemdgrdsrakxcpbAaxiKGEhEqJhFFexxydcehFfrbogy",3.05176,3.44141,2578,1,4,0,4,0,0,0,0,0,5,5,2,2,0,0, 111
"[95]oxHoJDpHaoqficEKCosdaoCoznaLhjmGzqEnhjfCtLCawEKICEztghaFxvwcntydFybzwdJewLucaqmcsBwBJzFKxkGmwkK",9.31323,10.3132,2214,1,9,0,9,0,0,0,0,0,16,16,3,3,5,5, 112
"[79]leGoJmmHqeqocCDtbcxBthdifyelhlnvCaxjCEpqnanLxmtDivBCpbwDrCBuFqpbtzyrkGeytbuFAsL",2.44141,1,2576,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 113
"[69]emmHgtHapLgcoJtyyGjuuFzHGDxphquBGtFKaFyojivjkEDzGnzLerznCorclotuHJfHI",4.76837,5.76837,2444,1,6,0,6,0,0,0,0,0,12,12,3,3,3,3, 114
"[92]oiAHcoKJowdqdLEcABsbHyvjzvtgcqCIipftnIgjobuIfroviaJhGsdprAgeipurszdJGFFowsEecyzotrcwJFgExape",3.8147,2.44141,2614,1,5,0,5,0,0,0,0,0,3,3,1,1,1,1, 115
"[97]zFjAzbEHAcEoJoqbEGygHHkKuLJyEcxGqueJJjEaJqEokAcLGypfAcsfcCqiKKoBcCmtlmibvDiKuClKHgJhqoCscnywkKklC",4.76837,2.5625,2557,1,6,0,6,0,0,0,0,0,7,6,2,2,2,1, 116
"[86]poJHGqiCnfwIaLyImqGqDCoqHikHsEJiAGBCklidLBeApCgvizxAFCFbbuqrCfrBuukAefbvqolbxkJDcdiGfm",2.44141,1.95312,2605,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 117
"[94]goJHmFjHoCArmFvbKriHLskdwJuzlxDdatahfgKsGClcBzesiqvqKHmDxnKszJciIkKueBKaknccukezHtwdqFiyftbLBD",5.96046,2,2609,1,7,0,7,0,0,0,0,0,12,10,8,6,4,2, 118
"[82]sAgbDbghsHminKJnuGmCubrxnGCALiqJlylzLDhIxnAgssuacrkydtsLHgoEIuwEbBpDGHDKpzpoJzqDkg",3.05176,4.05176,2610,1,4,0,4,0,0,0,0,0,10,9,3,3,0,0, 119
"[103]aBHczoKtvJFFouGGCkDurkJnGmGubreaKvIdFrJaApBjDyJDuhualqjammgqcLIvjCvsKyHFjnngHKgetuvubKqHKyDljFmIucqdlxB",3.05176,3.44141,2549,1,4,0,4,0,0,0,0,0,7,6,2,2,0,0, 12
"[106]sEqmyzHxBtnKcdGenwpBgcoocJGpjHcCLLjIHDyxusHhcIBAHukImGwGIbLJGCJDzdawHeiAqxzkIlFrqAavDfhFEoHqdgckaJyLfFEDdn",3.05176,4.05176,1279,1,4,0,4,0,0,0,0,0,6,6,2,2,0,0, 120
"[108]mAJHoJKJlxttGCJhAwhhzgboBKEIHFJcHphAooglbtmbagnKwvcbrLcyFwjLJHboiKcDjAqfLmuuJxbrEkefjdtzixyJkjDcpmpmmbsscEfC",3.05176,2,2632,1,4,0,4,0,0,0,0,0,6,3,2,1,0,0, 121
"[106]JHGoJKqhstaaLpmCKnGaAdwJgtJxqjchderhkomBEkAlBkutekaFehrjjbFghBxrhtIAgbwHaKlrGsCtFKdnLiJfqqtjvmzcGytexvfzBm",3.05176,2,2538,1,4,0,4,0,0,0,0,0,756,11,751,3,0,0, 122
