"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","did_repro","seed"
"18",17,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"19",18,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"20",19,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"21",20,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"22",21,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"23",22,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"24",23,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"25",24,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"26",25,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"27",26,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"28",27,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"29",28,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"30",29,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"31",30,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"32",31,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"33",32,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"34",33,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"35",34,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"36",35,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"37",36,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"38",37,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"39",38,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"40",39,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"41",40,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"42",41,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"43",42,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"44",43,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"45",44,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"46",45,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"47",46,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"48",47,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"49",48,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"50",49,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"51",50,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"52",51,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"53",52,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"54",53,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"55",54,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"56",55,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"57",56,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"58",57,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"59",58,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"60",59,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"61",60,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"62",61,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"63",62,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"64",63,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"65",64,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"66",65,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"67",66,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"68",67,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"69",68,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"70",69,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"71",70,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"72",71,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"73",72,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"74",73,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"75",74,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"76",75,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"77",76,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"78",77,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"79",78,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"80",79,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"81",80,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"82",81,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"83",82,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"84",83,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"85",84,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",3.8147,0.857143,113,7,0,6,1,0,0,0,0,4,4,2,1,1,1,"True",1
"86",85,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"87",86,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
"88",87,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",2.44141,0.8,113,5,0,4,1,0,0,0,0,2,2,2,1,1,1,"True",1
"89",88,"[113]plfCbFdcsibaHoJoqDizlbgzsjvddmweAeFEKqAEgtFnGijChqiiLEJvKAmivGzqmGckzwBBLAwtqwBjGgzCchltuIxswDvqzvEKLlCcGqmlAvjqf",5.96046,1,113,7,0,7,0,0,0,0,0,4,4,2,2,1,1,"True",1
