genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[102]SbeGMovkbFRkRgggdmFLciCPADafchxAputIeamiRxqtPzeQqCvLHMLHRcbdCPIDeLpHoJSMKCjBGaxamuFCJHMIdoOFIeutfJEjmz",1.76685e+72,3.02231e+23,7553,0.734774,509,135,374,135,135,0,135,135,115,115,135,135,259,124, 1
"[50]mvFsreDEHbNJHoGSKHPNCxbILSuIAtPfMyxqDheumGkFLgQODL",5.31691e+36,3.86856e+25,5844,0.776256,219,49,170,49,49,0,140,140,149,149,300,160,140,140, 10
"[92]zsngAuGHNJSLfBCsjNHquRzcLDAbiICncqIMwGKBMsGeGhrNpaGoDlwevwtIDsEAtJRuKMDitavOMtsoAsRmEleCFtis",524288,3,3060,1,18,0,18,0,0,0,0,0,14,14,0,0,9,7, 100
"[105]xHcQySJqrbguiafqtPNylROtGHqLCPzjjQqgsxAIemlQCgmtKlzocjtGDcxDJHlyMndbyHQcgwkSvNMFKLybusLdHJfcLhozczsNEFKSx",512,4,2718,1,8,0,8,0,0,0,0,0,5,5,0,0,3,3, 101
"[85]RizsctGkHOLNJqzkzIORaDIvHnhQvybltMxHLsvjHNaLmHzSzdQtdBHitDgSMrHRoAndDiQSdvvDEyEcaMOKJ",524288,1,3020,0.95,20,0,19,1,0,0,0,0,11,11,0,0,9,8, 102
"[142]AFHOLNJHRaqIPKSjhfNLJdyrbwolKgiFJeJmiIhvNtwPFIJsMjLMGkDKAuwjjQItNhEsrNKzHOcpefyItBkaApDDbAxByseHCdxxbQHSALynGyqsRMQlqnelLHxwmnkRkMhmQiBokchRpD",2.03704e+90,2.47588e+27,8578,0.737923,828,217,611,217,217,0,217,217,188,188,217,217,423,206, 103
"[113]sRrbPhymkGnpzABFCjHKJumNimOkyHMLNJHqbjeeaeNGIKCrmmcusEDbbqxJMDmFsjBoxFBNbDzOcDOyJfvayJIFNKeAieMwglECHdcvwojPIlFIu",5.65391e+73,1.9807e+28,9349,0.751029,486,120,365,121,120,0,120,120,120,120,120,120,246,125, 104
"[52]jctHRKNJHqFdGILCCzIpoqvcpILFGvFhogxaKLngcrLJmpnasdpd",2.72226e+39,2.47588e+27,5706,0.818627,204,37,167,37,37,0,37,37,68,68,99,62,37,37, 105
"[88]FOHNJSLHRaqGIKShvIswCzOGGMSCiLDnHyxPkyvrNMIHEsOnFneGRlwgCOBIPoAxLCuntSoRvmRharAEybGDBPRA",5.31691e+36,7.92282e+28,7306,0.784038,213,45,167,46,45,0,191,191,212,212,191,191,420,225, 106
"[91]gvuGOHcMcpJEgqppnPyLeCapFdazCyDucgeySgbHzyLaCsqMozmuMuGkzHMuypfejtBqwnvuIPFvxMihJEOICeHbbjk",4096,9,2917,1,11,0,11,0,0,0,0,0,11,11,0,0,2,2, 107
