genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[100]ESdFFzMgnILcbyGAPKRBDadyGHcvcocJSchPdNBsLHodbqPfiMINjOJoGEfFCaElnJfsuvONayhbtMhrhKbjfemckCyREEccRlzm",3.74144e+50,4.72237e+21,9536,0.756923,325,79,246,79,79,0,79,79,94,94,79,79,152,73, 1
"[97]CSrdhIAHbnunzfkpjlwicMMOyboKPnSLICJoIAuFNCduzOdeFolSkIAvqlstNhktagDRhDPmQrlrcjQsnkwxbtjHRKGNJOlrd",16384,1,2854,0.933333,15,0,14,1,0,0,0,0,8,8,7,6,0,0, 10
"[84]jBtHRLHOhNJqIKqeFsdzeedKgssIGkOnKAcRnQAlkAsmlmyzQEFDvwhcEyCkLpHszrsQhtsbkovEecDRQzus",3.40282e+38,2.47588e+27,10382,0.76569,239,56,183,56,56,0,56,56,56,56,55,55,128,72, 100
"[106]uNHMgPHslsRHsyMLjjGRzvHGoJCmntgSztbtRAOSgozBnJsxCEqNSwulBOaAyEfMcSpAmcwjxAexELrRGkBBaeEzxBBmONOtfLvIAtmFuu",128,9,2940,1,6,0,6,0,0,0,0,0,253,6,0,0,3,2, 101
"[77]oEHDNnecHEuHOLoJHPQqDKKlKMpKRIKGqGeLDShAKqIMsgmBfkNqIkOcwpoAbvnglQxlKkcybhlkE",1.58456e+29,1.20893e+24,8315,0.789157,166,35,131,35,35,0,35,35,51,51,34,34,81,46, 102
"[61]SmyLhsQOMyQpQMmMEtNJHNbqLHNnPDqjmsSJDhCpIupNpIKHqyjxJfSNAasCt",1.70141e+38,9.90352e+27,10828,0.744186,258,66,192,66,66,0,66,66,61,61,65,65,132,66, 103
"[113]oGSNGeueRvmjIlEdKFDnLHsHlcleDJPHutmORzgvDNkxEkaHNmPwjtdwHcHpbJmRLqpSMoJBfPdlfNqcappowBQznLidCebqvmxptvCahsRnSkjRC",2.8545e+45,4.15384e+34,6905,0.769784,278,63,214,64,63,0,63,63,71,71,63,63,144,80, 104
"[114]KGqzMOQwmtSAoIgruaaLadmCxFDaeOGaCNtFGGAqPmjRxkMHPSpCIfKyrtikiDkdvBPQucoHkBwzwkcENvEfjOktMImDqsQCCkIcdrwuaHxmtaCLQG",4,2,2635,1,1,0,1,0,0,0,0,0,0,0,3,2,0,0, 105
"[90]scHbOKNGPCsEHNJPNDIQbdaaCLFoOxcHnaKqBLMiRqFlcnGhkshFldLGbrDghmuvCugqoEvtoizSnStpswtkBqJbAo",1.42725e+45,2.41785e+24,10576,0.744262,305,78,227,78,78,0,111,111,112,112,229,118,110,110, 106
"[83]HobJHNJNHpdeejMKpbJNGQacfexQdKyECJOswHRKHPgcpfPNJDBbkstsMkgAtSLByBxcKClkSILLCmeaqIL",1.19726e+52,3.77789e+22,10517,0.754438,338,83,255,83,83,0,83,83,93,93,162,79,83,83, 107
"[75]EHRLNJHbNJSMLyRHRGHgqzIKqcCcyigmQkPmlFMpqbNvOSFiypviFIcdBvQtRvCqFlElrMiSLbN",2.51084e+58,2.47588e+27,10196,0.762943,367,87,280,87,87,0,316,316,347,347,315,315,676,360, 108
"[100]bCmBudIMaPLQGNwvHOKNJSHEOqRamcFfPqJFHCjGAlxOHIayqAyImbvyPAvrlNOHkqjPLoNJJMkRjOgatxjoAJIhozrqFHQmvKtl",1.6455e+63,2.41785e+24,9550,0.763224,397,94,303,94,94,0,94,94,97,97,207,113,93,93, 109
"[114]avGFbEHRLNJHNqvcSDeROQrrLFqFAvHoLAoIaNSKOSsdnkOJSclqbpSaxlkKFDiSRNQmiNaROlQFlxbDESpPdKjpeKyHoPnqNHfLuipOuicdIKshDD",1.24331e+86,4.95176e+27,11374,0.759563,549,131,417,132,131,0,131,131,145,145,131,131,273,141, 11
"[79]IBHOLSHxMKGNJHqCafrfrbiwSbdkuxHLaqObNaAcntaDyOobeOfdIKHCeLAPCyDvNJDInsHciSFlPzK",1.58456e+29,7.55579e+22,7960,0.785714,168,36,132,35,36,1,208,198,215,215,403,215,185,185, 110
"[103]milfOAHRKfGNJHqznCwCiutAekRJbyRIdNwCdeKoSuIjzlsxiMxgFyCaANaPmcdpNwRQveJtpuEPalBGxxCwIKcDCAxjdckONSCjoyn",1.04858e+06,5,2937,0.952381,21,0,20,1,0,0,0,0,12,12,12,10,0,0, 111
"[86]RdLHNJSbovBSKHjCGyihrNuzvhyacHevogNMjRavliIpwILQMsCquiIqmLjlmnBpSftylkfFbpxhsIoHhgfGly",1.49658e+51,1,3349,1,169,0,169,0,0,0,0,0,61,61,57,57,51,51, 112
"[104]AoJGHqJRnmdDrDNIPDHyREjGIEnMOGBsaItuybHmkeIdPGAypezDsjtCIBjuwowbsPLOKjOlqvAwMSMFbvbHsByEjLzqnlzrnFQnkoJa",256,4,2693,1,7,0,7,0,0,0,0,0,7,7,0,0,0,0, 113
"[85]SHcPHOcKSpecCBEDAjmRwvkkclfIpNdMQddGMIMLSaDRxHOjrdxRynIAHoJSjoNogKldCicraaeinLOaaobbv",1.82688e+47,9.90352e+27,9948,0.754902,306,75,231,75,75,0,135,135,114,114,269,134,135,135, 114
"[117]oimDJfMGssSeatRKGHNJSLBHjqwsSgqgqNnAntFpiJihsrbhyIILjpMeiCtCKjvtDcOpapKzmoQIgmFbCpabNDgiCOolRwFirlqnJcddDrAfiDlaDdPmH",1.96159e+56,2,3509,1,186,0,186,0,0,0,0,0,68,68,59,59,59,59, 115
"[109]FeHoOKHPIQaLHMqcJHCpixuIrefsHQdSDoSGKvgdRkIMPcxfkdhHjIggHnKJPiOyvixBtkCivyJcPpuhejiLhqPQiIFENjlLmRmJbwDuAyeRJ",1.25542e+58,1.23794e+27,9978,0.741206,398,103,295,103,103,0,103,103,101,101,194,91,103,103, 116
"[105]SeGKSkfHlkCkxEDHwbnzPyGEGdEzBiqxfcjMsmupdiFBcSrbhvruzzzzzzzidstzzrSsAHOLDErNfzqHnapDPDDPgDJqDLSlfqfyfImeK",1.348e+67,3.83124e+53,11501,0.743421,456,116,339,117,116,0,116,116,114,114,116,116,226,109, 117
"[73]pucqIHcNyLqaiOQjMzDaetAHIQQSFOpuCAdMjPIueDDsCpGSvstqjSnSorcxHPawRKNbJPBqG",9.90352e+27,1.18059e+21,5419,0.802632,152,30,122,30,30,0,68,68,81,81,151,82,67,67, 118
