genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[82]vxuygJFutwueKlDiphFyJJeJpiExEyJwqwzEJctstanKzJJLBJsJJLJKjFJgKjGzhFKvgGadqwxAkGuLzE",4987.89,3325.26,5144,1,20,0,20,0,0,0,0,0,78,17,30,5,12,2, 1
"[72]bDJrytvszraewBbnaFEyywocKwADLcizBiHarcFgzoiiytovEfzFuHcoKenGsuqprpueFeqt",86.4976,11.3906,976,1,10,0,10,0,0,0,0,0,20,20,8,6,0,0, 10
"[97]nCHtcjHohzmnoJFKlyqgtKbbdnyjDldscxupkCDBDJcgCcKAfrlCBgpmitnmbftmaDFJKxtJBvvhBJzJJlyusDJEoKJJLEoBG",4987.89,4987.89,4475,1,20,0,20,0,0,0,0,0,101,19,29,5,18,2, 100
"[76]jpAyjtJdhbxKlzxDiGkEBDboJJyJfJJKktrhyvvujJijJckphLHJhvnJJgFLJzKJGKKJvJGCmyiu",16834.1,1,5460,1,23,0,23,0,0,0,0,0,16,16,5,5,2,2, 101
"[103]poCpsbuLowdrdGjjeyfgtAEmEBxyzmudzcxDzKBwHbspfIbwscflgDbzfJmKijiJBycqynJabyujfzoBuApydLAqJJxiJwLnoJGcjqJ",656.841,1,4042,1,15,0,15,0,0,0,0,0,10,10,2,2,3,3, 102
"[95]bthgkeCclpplncJFAHubbHmmiuztnKybybytAxhcdeHFddnuFnAEHaBGBEHcGuqsDccgzvcioitnlicjAHjxHvmfzvGiDuq",86.4976,17.0859,521,1,10,0,10,0,0,0,0,0,24,22,7,5,0,0, 103
"[75]DAmedpfEaJAKriiDBpiJBcnpeiFatridAjaJdfDxqJJhakJroEkGiKfwqcJBJjHALJqwyKJKgEG",3325.26,3325.26,4455,1,19,0,19,0,0,0,0,0,53,17,20,5,6,2, 104
"[67]DcGaJrHoqipsocdjKrtcFjJEyJhdHwtaGhdyidgeocCowvvoDzDedaJLouiFyoxLlcr",85222.7,85222.7,3461,1,27,0,27,0,0,0,0,0,1237,95,26,24,13,8, 105
"[81]mxuJaiHnawoIzKAbJxFJtHBzbckueGdtdmsHtmwAteuxbgFoLFEvutvHsHocJGjCfifgypdvcyzHcAnCw",291.929,5.0625,875,0.933333,15,1,14,1,1,0,1,1,12,11,2,2,1,1, 106
"[101]proEHJxBBmuxKJaJJJJBfKfmtJyJgtiEfLftyyJJHxJlLzAJfarbcsKjJKlnKeJJbFputGsEzJKuiJAzitGmCtnliFphtIBmrsqlH",37876.8,1,5866,1,25,0,25,0,0,0,0,0,17,17,6,6,2,2, 107
"[94]xnHngcoJoqiKeDInCkCaGGfwzbsHjJJLmJGHBovGgACFejdHgmFnlDEABoeeEroCcjotJqttJbLtmuLaogdlJgqzAFKzrG",985.261,985.261,3201,1,16,0,16,0,0,0,0,0,2086,51,17,12,684,5, 108
"[95]sGJmHoCKHJjifJcuFxolGHlqFJyCuHdtgDHqKehGlIeaHgBDtCdryaojmtFenvoImyaCisEEbxAsbBbpqiHduFIjdtaIhIL",86.4976,86.4976,2817,1,10,0,10,0,0,0,0,0,14,14,3,3,0,0, 109
"[85]FtszJrKnJJknbEbFJcwudhJJHnArKllFJyuiiljEJadcEtjnLnJJJzLJKJgKghppHKrEwvJJteJvGCkhCkvvB",16834.1,1,5772,1,23,0,23,0,0,0,0,0,16,16,5,5,2,2, 11
"[79]dogcukBJKlwJFbmeEgdbDfgcyEiquGznCpBJgJLJrAeBGDIKIFdoflBtEbJskJujLvqakJtJfJdLeDC",2216.84,2216.84,3654,0.95,20,0,19,1,0,0,0,0,52,52,8,8,20,16, 110
